miRNA_ID	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped
hsa-mir-640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-641	0	0	0.4047	0.11921	0	0	0.161185	0.119765	0.171812	0	0	0	0	0.223044	0	0.18033	0.130541	0.176207	0	0	0	0	0	0	0	0	0.145777	0	0	0	0	0	0	0.199382	0	0	0.767151	0	0	0	0	0	0.439804	0.268658	0	0	0	0	0	0	0	0	0.129658	0	0	0.125151	0.201698	0.116356	0.446776	0.151154	0.463966	0.756736	0	0	0.380995	0
hsa-mir-642a	3.197055	0.824025	4.451697	0.23842	0.209567	0.235277	4.029631	0.239529	0.687249	0.345108	1.195186	0.522311	0.402729	0.446088	2.882196	13.34443	2.349742	1.057241	0	12.253382	2.779885	1.131706	0	0.729132	1.524229	12.569922	1.895103	16.339341	0.802936	0.601235	6.375027	3.211119	0.412782	3.987634	0.498041	1.124347	1.534302	0.541941	0.477475	9.071322	0.616397	11.413411	3.665034	58.970398	21.636101	1.100007	0.885205	0.566919	16.950426	1.447989	0.506662	0.439906	0.648291	2.701777	3.679055	0.750905	2.823772	0.349068	7.371804	47.613491	0.463966	12.360013	67.496661	8.828946	2.920961	4.92566
hsa-mir-642b	0	0	0	0	0	0.235277	0	0	0	0	0	0	0	0.223044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127765	0.154099	0	0	0.268658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-643	0.834014	0.235436	0.4047	1.072892	0	0	0.161185	0.598823	0.343624	0.172554	0.298797	0.522311	0	0.669131	1.60122	0.901651	0	0.176207	0.93761	1.500414	0.198563	0.161672	0.77428	0.583305	0.653241	0.469904	0.728886	0.653574	0	0.300617	0.579548	0.29192	1.100753	0.199382	0.498041	0.562173	0.575363	0.27097	0.716212	0.638825	0.924595	0.851747	0.293203	0.805974	0.858575	0.825005	0.590136	0.425189	0.223032	0.160888	0.253331	0.439906	0.388975	0.270178	0.183953	0.625754	0	0.232712	0	0.75577	0.695949	0.50449	0.642825	0.784795	0.380995	0.856637
hsa-mir-644a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-645	0	0	0	0	0	0	0	0	0	0	0.149398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116356	0	0	0	0	0	0	0	0
hsa-mir-648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6499	0	0	0	0	0	0	0	0.119765	0	0	0	0	0	0	0	0	0	0	0	0.250069	0	0	0.309712	0	0	0	0.145777	0.98036	0	0	0	0	0	0	0	0	0.575363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.270178	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217747	0	0.291554	0	0	0	0	0	0	0	0	0	0	0	0.238737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6501	0	0	0	0	0	0.235277	0	0	0	0.172554	0.149398	0.261156	0	0	0	0	0	0	0	0.500138	0	0	0.619424	0.145826	0	0	0	0	0.53529	0.150309	0	0	0	0	0	0	0	0	0	0.25553	0	0	0.146601	0	0	0	0	0	0	0.482663	0	0	0.259316	0	0	0	0.201698	0	0	0.151154	0	0.252245	0	0.196199	0	0.642477
hsa-mir-6502	0.139002	0	0	0.476841	0.209567	0	0.161185	0	0.171812	0.172554	0	0.261156	0.402729	0	0.480366	0.18033	0.130541	0.176207	0	0	0	0	0.154856	0.437479	0.653241	0.117476	0.145777	0.326787	0	0	0.579548	0.14596	0	0	0	0.281087	0	0	0	0.127765	0	0.170349	0	0	0.171715	0.137501	0.147534	0.14173	0	0	0	0	0.129658	0	0.367906	0.125151	0.201698	0	0	0.151154	0.231983	0.252245	0	0.196199	0	0
hsa-mir-6503	0.278005	0.117718	0	0.23842	0	0.235277	0.32237	0.119765	0.171812	0.517661	0	0.522311	0.201365	0.223044	0.320244	0.54099	0	0	0.468805	0.250069	0	0	0	0.145826	0.217747	0.352428	0	0.326787	0	0	0.193183	0	0	0.199382	0	0.281087	0.383576	0	0	0.25553	0	0	0.146601	0	0	0.137501	0.147534	0.425189	0.223032	0.321775	0	0	0.648291	0	0.551858	0	0.403396	0	0	0.151154	0	0.252245	0	0.392398	0	0.856637
hsa-mir-6504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6505	0	0.117718	0	0	0	0	0	0.598823	0.343624	0	0	0.261156	0.201365	0	0	0	0.130541	0.528621	0	0	0	0.161672	0.154856	0	0	0.117476	0.145777	0	0.267645	0.150309	0.193183	0	0	0	0	0	0	0	0.238737	0	0	0	0	0	0	0	0	0	0.446064	0	0.759993	0	1.037266	0	0	0	0	0	0.223388	0.302308	0	0.252245	0	0	0.126998	0
hsa-mir-6506	0	0	0	0	0.209567	0	0	0.119765	0.171812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129658	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6507	0	0.353154	0	0	0	0	0	0	0	0	0.298797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.477475	0.127765	0	0.170349	0	0	0.171715	0	0	0	0	0	0.253331	0	0	0	0	0	0	0.116356	0	0.151154	0	0	0	0	0	0
hsa-mir-6508	0.278005	0	0	0	0.209567	0	0	0	0	0	0	0	0	0.223044	0	0.18033	0.130541	0.352414	0.468805	0.250069	0	0	0	0	0	0.117476	0	0	0.267645	0	0	0.14596	0	0	0.664054	0	0	0	0	0.127765	0.154099	0	0.146601	0.537316	0	0.412503	0	0	0	0.321775	0	0.219953	0	0	0.367906	0.375453	0.403396	0.232712	0	0.151154	0.231983	0	0	0	0.126998	0
hsa-mir-6509	0.973017	0.353154	1.618799	1.907363	0.209567	0.235277	0.483556	0	0.343624	0	0	0.261156	0.402729	0.223044	0.80061	0.36066	0.652706	0	0.703208	1.750483	0.198563	0.323345	0.929136	0.291653	0.653241	0.234952	0.437331	0.163393	0.267645	0.300617	0.193183	0.7298	0.275188	1.19629	0.664054	0.281087	1.150727	0.812911	1.909899	1.405416	0.770496	0.681398	0.879608	0.940302	0.171715	1.375009	0.442602	1.133838	0	0.321775	0.506662	0.219953	0.518633	0.540355	0.551858	0.625754	0.403396	0.232712	0	0.151154	0.463966	0.252245	1.928476	2.746783	0.126998	2.998228
hsa-mir-651	88.266517	11.536354	1.214099	3.337886	3.56264	6.352478	49.967424	2.275528	11.339606	1.898092	2.689169	8.356977	38.460656	22.750469	12.009148	6.672215	7.049226	2.466896	105.71553	27.007454	15.686493	12.12542	20.905561	13.999328	5.443674	13.392253	8.892404	18.790242	10.170517	52.157133	17.193254	11.530835	8.118051	8.573414	5.312434	23.611277	31.644987	203.227717	0.477475	37.307407	6.318068	22.486124	7.330068	7.388091	6.525173	13.475088	10.03232	9.921082	3.345479	40.061028	3.293303	5.058922	4.667695	2.161421	13.060647	12.765389	15.732445	7.795859	29.710605	11.790007	15.31087	20.179614	6.749666	15.107308	2.031973	1.284955
hsa-mir-6510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6511a-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6511a-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6511a-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6511a-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6511b-1	0.278005	0.235436	1.214099	0.357631	0.628701	0.235277	0.161185	0.718588	0.687249	0.690215	0.298797	0.783467	0.805459	0.669131	0.640488	1.081981	1.04433	0	0.468805	0.500138	0.794253	0.323345	0.154856	0.729132	0.435494	0.117476	0.583108	0.326787	0.267645	0.450926	0.965913	0.14596	0.275188	0.797527	0.830068	0	1.342515	0.406455	0.95495	0.894356	0.770496	1.022097	1.02621	1.477618	0.858575	0.412503	0.590136	0.425189	1.338192	0	1.139989	0.219953	0.907607	0.540355	0.919764	0.375453	0	1.047205	0.446776	0.151154	0.231983	0.252245	0.964238	0	0.253997	1.070796
hsa-mir-6511b-2	0.695012	0.117718	1.618799	0.357631	0	0.235277	0.32237	1.317411	0.171812	1.207877	0	0.783467	0.604094	0.446088	0.320244	0.721321	0.913788	0.352414	0.703208	0.250069	1.191379	0	0.929136	0	0.435494	0.352428	0.437331	0.98036	0	0.150309	0	0.43788	0.275188	0.996909	0.664054	0.281087	1.72609	1.083881	0.95495	0.638825	1.078694	1.533145	0.293203	2.149263	0.68686	0	0.295068	0.283459	0.669096	0.160888	0.506662	1.099766	0.907607	0.540355	0.735811	0.250302	1.00849	0.814493	0.670164	0.453462	0.231983	1.008981	0.642825	0.588596	0.126998	0.642477
hsa-mir-6512	0	0.470872	0	0	0	0	0	0.239529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145826	0	0	0	0	0.267645	0	0	0	0.137594	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147534	0	0	0.160888	0.379996	0	0.259316	0	0	0.125151	0	0	0	0	0	0	0	0	0	0
hsa-mir-6513	0.139002	0	0	0	0.419134	0	0.32237	0.119765	0	0.172554	0	0	0	0	0	0	0	0.176207	0	0.250069	0	0	0.464568	0	0.217747	0.117476	0	0.326787	0.267645	0.150309	0.193183	0	0.137594	0	0.498041	0	0.191788	0	0.716212	0	0	0	0.293203	0.134329	0	0	0.147534	0.14173	0	0.321775	0	0.219953	0	0	0.183953	0	0	0.232712	0	0.151154	0	0.252245	0	0.392398	0	0
hsa-mir-6514	0.139002	0.235436	0	0.357631	0.209567	0	0.161185	0.239529	0	0.517661	0	0.261156	0.201365	0	0.320244	0	0.130541	0	0.93761	0.750207	0	0.161672	0.464568	0.291653	0.217747	0.469904	0.145777	0	0.267645	0	0.386365	0	0	0.199382	0.166014	0	0.383576	0.406455	0.238737	0.51106	0.308198	0.340699	0.293203	0.268658	0.171715	0.687504	0	0.425189	0	0	0.506662	0.219953	0.259316	0.270178	0.367906	0.250302	0.201698	0.232712	0.223388	0.604616	0.463966	0.252245	0	0.588596	0.507993	0
hsa-mir-6515	0.278005	0.117718	0	0	0	0	0	0	0	0	0	0	0	0	0.160122	0	0.130541	0	0	0.250069	0.198563	0.323345	0.154856	0	0	0.117476	0.145777	0.326787	0	0.150309	0	0	0	0	0.166014	0.562173	0	0	0.238737	0	0.154099	0.170349	0	0.268658	0	0.137501	0	0.14173	0.223032	0	0.126665	0.439906	0	0.270178	0.183953	0	0	0	0.446776	0	0	0.252245	0.321413	0	0.126998	0
hsa-mir-6516	0.278005	0.235436	0.4047	0.357631	0	0.235277	0	0.119765	0	0.690215	0	0	0.402729	0.446088	0.320244	0.36066	0.130541	0.352414	0.703208	0.500138	0.198563	0.161672	0.154856	0	0	0.117476	0.145777	0	0	0	0	0.14596	0	0	0	0	0	0.135485	0	0	0	0.511048	0.146601	0	0	0	0.147534	0.425189	0.223032	0.482663	0.253331	0.219953	0.388975	0	0.183953	0.250302	0.403396	0.116356	0	0	0	0.756736	0	0.196199	0.253997	0.214159
hsa-mir-652	22.657389	9.417432	19.830285	78.08269	12.364457	10.116909	16.279709	48.504667	18.040282	15.357288	15.836216	16.713953	27.788327	15.390023	54.761715	18.213343	6.265978	4.052758	20.62742	26.757385	16.480745	13.418798	48.624786	18.665771	19.597225	14.801964	17.784809	36.109943	24.355711	15.030874	14.102332	14.887914	9.08121	14.754247	23.73994	17.427371	30.49426	20.322772	15.995405	20.31465	22.344385	35.943728	11.434906	14.910511	10.646336	45.925299	16.376288	47.904653	12.266756	29.925105	37.872982	21.335454	49.65909	14.859772	22.258285	22.151704	30.658098	52.01118	8.488744	5.441542	11.831127	11.098788	29.569966	21.778067	11.048854	20.773436
hsa-mir-653	13.900239	499.594756	6.070495	8.344715	4.820043	5.176093	99.773664	17.725162	3.779869	13.976858	2.689169	14.885865	42.487949	6.468271	1046.557225	12.983769	3.132989	9.515172	3.281635	10.752968	12.310918	8.891974	1.393704	89.537369	13.935804	62.262229	18.22214	21.56793	4.549968	16.533962	19.704628	25.542989	2.3391	11.962903	4435.052503	34.854743	5.945422	4.47101	2.387374	32.196803	13.56073	7.495375	609.421864	520.390258	16.312934	9.487562	9.884786	10.771461	20.518937	35.07351	6.333275	1.979578	12.187871	4.593021	29.432443	114.137593	170.838219	3.374327	978.216095	36.276945	32.013637	5.044903	78.10328	15.303507	14.604807	18.631844
hsa-mir-654	3.336057	2.82523	44.921666	9.775237	1.46697	1.411662	3.546075	4.551055	0.859061	1.035323	0.448195	2.611555	2.215012	2.676526	1.60122	8.114856	0.522165	1.585862	4.68805	0.750207	0.992816	0.808361	3.561688	1.60409	1.088735	1.057283	2.186657	1.797327	0.802936	1.052161	0.77273	1.313639	1.513535	1.19629	0.332027	2.810866	4.027544	1.354851	1.193687	2.427537	0.308198	1.873844	1.759216	1.880605	2.232296	1.375009	1.327807	5.66919	2.676383	1.769764	7.346599	1.319719	9.594707	0.270178	0.183953	0.625754	1.411886	1.163561	3.35082	0.906924	0.231983	3.531432	2.249889	10.202338	4.317943	566.450901
hsa-mir-655	0.55601	0	1.214099	0.23842	0	0	0.644741	0.239529	0	0.172554	0	0.261156	0	0	0	0.36066	0	0	0	0	0	0	0	0.291653	0	0	0.437331	0.653574	0	0	0.193183	0	0	0	0	0	0.575363	0.541941	0	0.25553	0	0	0	0.134329	0	0.275002	0	0.566919	0	0	0.253331	0	0.129658	0	0	0	0	0	0.223388	0	0	0.50449	0	0.196199	0.126998	33.622984
hsa-mir-656	0.417007	0	0.809399	0.23842	0	0	0.161185	0	0	0	0	0	0	0	0.160122	0	0	0.176207	0	0	0	0	0	0	0	0	0	0	0.267645	0	0	0	0.137594	0	0	0	0.191788	0	0	0	0	0.170349	0	0	0	0	0	0.425189	0.446064	0	0.253331	0	0.518633	0	0.183953	0	0	0.116356	0	0	0	0	0	0.392398	0	12.42123
hsa-mir-657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-658	0	0.117718	0	0	0.209567	0.705831	0	0.119765	0.515437	0.172554	0.298797	0.522311	0.201365	0	0	0.36066	0.130541	0	0.468805	0	0.198563	0.485017	0.154856	0	0.653241	0.58738	0	0.326787	0.53529	0	0.193183	0.43788	0	0	0.166014	0.281087	0	0	0.238737	0.25553	0	0	0.146601	0	0	0.275002	0	0	0	0	0	0	0.518633	0.270178	0	0	0	0.116356	0.223388	0.906924	0.231983	0	0.321413	0	0	0.428318
hsa-mir-659	1.946033	1.765768	2.428198	1.549733	3.353073	1.646939	1.289482	1.197646	1.54631	1.38043	1.493983	2.611555	2.819106	2.007394	0.640488	0.901651	1.305412	1.057241	1.406415	0.750207	1.191379	2.263412	3.561688	2.187395	1.741976	2.114566	2.769765	1.633934	2.408807	1.803705	0.77273	0.7298	1.926317	1.395672	0.996081	2.248693	2.685029	2.574218	2.387374	2.299772	1.695091	2.384892	1.319412	1.343289	0.68686	2.200014	2.213012	2.976325	0.669096	2.895978	1.773317	2.199531	1.296582	1.080711	1.103717	2.503017	2.01698	1.396273	2.23388	1.209232	2.551812	2.522452	2.892714	2.550584	1.015987	1.927432
hsa-mir-660	78.258345	48.617492	18.616186	733.500442	86.341634	103.757138	55.125352	223.121468	118.206803	700.050765	118.771624	94.277142	81.14997	105.276681	198.231004	117.394915	151.166725	112.243789	92.58899	113.531335	172.749981	80.351113	105.302084	146.263813	85.356801	172.33715	153.649086	138.721002	128.73733	154.06646	120.159592	216.896468	79.116602	155.318358	217.975816	82.639471	118.333073	163.395084	188.841271	135.175467	114.187513	142.071418	81.950162	48.224084	121.745999	258.50168	99.880601	247.885321	247.788471	178.90708	178.218349	51.249081	202.655763	80.242771	353.005365	358.807542	59.702612	111.352796	39.763066	106.563527	90.937287	84.754378	34.069743	154.212261	75.310003	36.621211
hsa-mir-661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-663a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-663b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-664a	38.225657	58.388077	22.258483	27.060718	33.530732	20.233818	37.23379	25.629627	49.310105	26.573285	33.61461	28.465952	24.163763	24.53482	38.589396	56.263001	34.723963	49.514136	57.897419	31.008558	43.286777	20.694049	18.427865	23.769692	27.000621	43.113657	21.575014	53.429644	52.7261	21.49415	57.568422	43.787982	29.307541	34.094274	61.092993	30.91953	40.850801	50.806929	35.57187	69.75974	53.934723	91.47764	37.383347	28.343403	66.625455	25.300164	62.849536	24.094056	25.42564	33.947297	32.173035	21.335454	26.579931	55.386424	59.232792	51.81246	29.246212	24.434783	83.10034	22.370783	35.029414	20.936349	51.426028	33.549996	18.922749	26.341573
hsa-mir-664b	5.282091	3.766973	0.809399	2.980255	6.706146	3.999708	9.348744	2.874351	10.136921	5.349168	3.585558	3.917333	4.027294	5.130008	6.404879	8.295186	6.135437	3.171724	9.844905	6.751864	11.516665	3.880134	2.942264	4.083137	4.572686	6.578651	2.915542	11.927719	11.241097	4.208645	14.102332	6.860117	3.71504	5.383306	9.794801	7.589339	6.712573	11.109782	5.252222	11.115563	6.472167	15.842496	4.104838	4.835841	11.676626	4.812531	9.737252	6.094379	4.237607	6.113731	5.319951	2.199531	5.834619	12.157996	11.221119	9.636617	7.664525	4.7706	9.158908	3.930002	6.031555	2.522452	15.106396	6.670759	5.206931	7.49557
hsa-mir-665	0	0.117718	0.4047	0.23842	0	0	0	0	0	0	0	0	0	0	0.160122	0	0	0	0	0.250069	0	0	0	0.145826	0	0	0	0	0	0	0	0	0	0	0	0	0.191788	0.135485	0	0	0	0	0	0	0	0	0	0.14173	0	0	0.126665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.854864
hsa-mir-668	0	0	0	0	0	0	0	0	0	0.172554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.425189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.428318
hsa-mir-670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134329	0	0	0	0.14173	0	0	0	0	0.129658	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-671	7.506129	2.707512	7.689294	4.649198	7.12528	4.705539	6.286224	3.712703	10.824169	6.211937	10.756675	7.312355	6.846399	6.022183	9.287075	4.147593	4.046778	3.700345	8.907295	3.250897	9.729597	7.113579	9.29136	3.937311	6.314661	6.696126	7.288856	10.783965	7.494065	6.763893	8.11367	6.714157	11.145121	9.969086	6.806556	11.243465	8.246875	7.316198	20.05394	5.238369	8.783655	11.413411	7.769872	3.895539	8.242324	8.250054	10.622457	7.086487	3.345479	6.757282	2.913306	6.818547	2.85248	7.564975	7.542064	8.63541	7.261129	1.978054	11.1694	8.162313	10.207247	7.31511	15.749221	8.828946	3.682951	9.208843
hsa-mir-6715a	1.112019	0.235436	0	0.476841	4.820043	1.176385	0.32237	3.11388	5.326179	0.517661	1.493983	12.79662	9.46414	2.453482	0.480366	3.245942	2.349742	0.881034	7.50088	4.251173	3.177011	0.485017	2.787408	0	5.225927	0.822331	0.583108	0.653574	1.605871	1.653396	0.965913	5.108598	4.265417	1.794435	0.498041	5.340646	0.575363	1.896792	3.342323	5.238369	0.308198	1.362795	0.733007	0.940302	0.34343	2.475016	0.295068	2.834595	0.223032	2.252427	2.026648	3.079344	2.463506	0.540355	7.358111	0.250302	1.210188	0.232712	5.808088	3.476541	4.87164	0	1.928476	3.727777	0	0
hsa-mir-6715b	0.139002	0	0	0	0.209567	0.470554	0	0	0.343624	0	0.746991	0.261156	0.402729	0	0	0.36066	0.130541	0	0.234403	0.250069	0.397126	0	0.77428	0	0.217747	0	0.583108	0.163393	0	0.150309	0.193183	0.7298	0	0.199382	0	1.405433	0.191788	0	0	0	0.308198	0	0.146601	0.134329	0	0.412503	0	0.425189	0.223032	0.482663	0.253331	0.439906	0.518633	0	0.551858	0	0	0	0	0.75577	0.695949	0	0	0.588596	0	0
hsa-mir-6716	0.55601	0.117718	0	0	0.209567	0.470554	0	0.479058	0	0.345108	0.298797	0.261156	0.201365	0	0	0	0	0.176207	0	0	0.397126	0	0	0.583305	0	0.117476	0	0.163393	0.267645	0.150309	0	0.14596	0.137594	0	0.166014	0.281087	0.191788	0.135485	0.238737	0.127765	0	0.170349	0.293203	0	0	0.137501	0	0.283459	0	0.482663	0	0	0.518633	1.350888	0	0.125151	0.201698	0.232712	0.446776	0.453462	0	0	0	0	0.253997	0.214159
hsa-mir-6717	0.417007	0	0	0.23842	0	0	0	0	0	0	0	0	0	0	0.640488	0.18033	0.261082	0.352414	0.234403	0.250069	0	0.161672	0	0	0	0	0	0.49018	0.267645	0.150309	0	0	0	0	0.332027	1.124347	0	0.27097	0	0.51106	0.154099	0	0.146601	0.402987	0.171715	0	0.295068	0.14173	0	0	0.126665	0	0.388975	0	0.183953	0.125151	0	0.116356	0	0.151154	0	0.50449	0	0.196199	0.380995	0
