miRNA_ID	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped
hsa-let-7i	444.780348	349.035898	217.211259	345.323664	122.580515	43.610591	207.39473	350.463829	81.518376	76.627558	51.813913	120.664684	363.074606	36.609889	97.880109	63.927308	344.972103	42.513725	198.705162	112.789492	79.743413	280.202366	118.238117	310.447294	259.286522	214.63653	52.038954	56.108159	77.854343	247.094192	169.743539	276.053603	191.147	102.876542	233.733104	363.191507	113.395931	75.706519	296.927502	21.170473	284.373068	165.016213	174.453777	158.70503	36.517478	75.29492	155.282836	119.30707	148.422867	109.309202	151.88752	205.852532	195.421916	27.304868	39.732829	330.108968	37.07982	118.710399	229.566516	215.016049	255.242894	306.790506	141.014779	450.278007	443.695471	242.533456	102.396621	151.507407	75.908833	485.624383	115.426695	116.491966	137.095981	138.716887	171.104875	235.195845	720.085632	184.951183	43.379272	99.558047	138.773979	100.362876	188.033453	221.344929	519.503701	604.70899	415.484773	679.644695	238.668165	127.159897	321.982956	115.496007	559.763649	344.850815	98.577468	210.372687	353.331174	127.327994	191.650091	248.491388	23.315669	322.174575	451.079769	138.200361	372.634944	290.868296	356.699934	278.663807	231.404743	98.451566	562.571223	129.342271	659.459817	126.251426	119.448373	105.46344	77.151551	245.282366	173.433282	126.597375	97.327445	265.990441	283.023332	285.701026	200.514023	179.925523
hsa-mir-1-1	4.063348	5.467925	7.388138	325.324224	0.202445	3.173328	0.363213	17.964423	0.54165	9.7945	2.661674	3.034467	10.627931	4.928254	9.630774	3.022018	43.477889	0.870588	2.248599	4.414007	2.246293	2.299096	0.251036	15.995842	1.242984	1.622682	9.931098	2.873008	4.070133	1.729948	0	6.890899	1.377802	26.535616	0	16.562479	0.746845	0.926074	9.19618	1.411365	1.872275	82.216558	0.576707	2.25183	1.215488	1.786659	0.685071	0.982529	0.400421	0.597318	1.637601	3.13027	1.158056	0.217569	3.178626	0.932248	2.009251	2.158371	4.516573	9.135735	5559.7531	0.69975	1.378636	1730.531288	9.034523	2.094675	5.860048	2.941891	1.879448	4.05513	3.13301	1.629584	8.883109	4.25709	0.854101	1.866634	7.927823	2.831401	0.834217	2.191529	5.021427	8.454153	28.304466	1.294415	1152.010557	606.236676	5.624466	40.495854	1.576668	2.000268	2.968497	18.031022	2.922461	1.62885	6.170614	1561.313722	3.611089	0.946286	0.843448	13.173037	1.059803	3.819364	0.466473	3.978233	3.004363	0.472957	1.340417	1.9139	1.209011	2.386705	0.721014	1.695498	67.90693	65.334193	3.743396	4.991068	1.649041	2.840463	4.679227	1.736854	1.989174	111.559452	2.246757	0.543847	8.840298	5.485534
hsa-mir-1-2	2.500522	6.68302	7.880681	311.991264	0.303668	2.991995	0.363213	14.81277	1.624951	6.049544	2.927841	3.569961	10.961793	3.8722	9.434227	2.092166	40.62688	1.305882	5.088935	4.530165	3.743822	2.299096	0.502073	16.763642	1.740178	1.770198	10.593171	1.859005	4.278858	2.594922	0.474586	7.72616	1.928922	30.924199	0.501573	18.829961	2.365008	3.009739	12.079728	2.258184	1.829723	87.075693	0.480589	1.664396	1.056946	2.169515	1.141786	2.807225	0.934317	0.597318	1.774068	1.937786	1.44757	0.435137	2.38397	2.050945	2.37457	1.51086	4.983805	7.83063	5641.954687	0.799715	1.181688	1757.324863	10.038359	1.795436	3.238447	4.045101	2.714759	3.063876	3.957487	2.095179	6.958435	4.25709	1.043901	1.866634	5.684099	1.820187	0.667373	2.974218	5.751816	5.797134	21.72559	1.438239	1147.126334	609.419355	4.898729	41.781436	1.970835	1.857392	3.562196	17.056372	3.37207	2.443275	7.008599	1654.30649	2.222209	0.525714	1.31203	9.580391	0.892466	3.594695	1.39942	3.1134	4.131	0.472957	2.085094	3.06224	1.934418	3.580057	1.081521	1.453284	67.543792	64.045913	3.232933	4.991068	1.766829	4.344238	4.226399	1.447379	1.705006	110.975371	2.042507	1.450259	9.844877	6.034088
hsa-mir-100	609.814799	2254.304093	28.813738	1460.959093	19.637176	1213.299217	221.923257	2156.676241	193.369171	337.334098	479.189971	634.44158	654.925381	164.216474	262.979089	193.409164	7048.407284	35.113725	1512.478838	211.175383	590.400765	5128.709161	1895.575409	3757.359207	869.34321	700.850964	307.334381	253.669719	22.020464	133.78262	31.322666	1314.491248	1863.430658	298.423621	1132.55225	1213.793114	2641.589943	110.43428	12919.463676	476.759055	931.584555	4043.966228	176.183897	2253.102311	85.612611	1536.016368	179.717047	677.102713	867.579708	466.80405	1339.967256	1028.070176	791.241624	8.050041	299.784191	2153.212885	242.571433	963.065094	1791.210655	818.463973	4069.535855	862.392212	442.345241	4791.254077	66.002211	2059.813747	1289.210465	1185.949968	950.792073	4467.492003	958.124019	206.305316	671.414985	925.957311	1726.612369	416.725971	26062.343201	1646.763263	42.545055	636.482733	446.906993	590.099897	1378.045006	1057.680705	2299.358901	7438.302497	4357.147082	5993.921979	1270.893195	434.915422	73.519771	748.531081	1271.270457	787.548977	653.780393	1255.536353	1467.491032	604.255972	704.653808	508.35949	121.765802	4191.414834	213.644813	315.491188	1478.33455	1166.310924	1598.671021	343.736399	190.540164	80.551281	7331.270993	42.225972	10174.055994	5856.704264	1039.473093	1536.814987	1418.410645	39.766487	788.978036	291.116068	1206.434069	4067.656193	701.805269	1322.817505	206.94333	1560.360213
hsa-mir-101-1	12636.700411	1170.743562	1849.497225	1000.971973	1008.68277	1128.072699	1491.353347	2083.873054	1123.653627	1364.604291	3341.02143	1295.122374	4183.398471	747.510572	1206.205284	1207.412499	2189.218624	1414.996056	1590.588074	1276.693416	907.502507	1380.319965	689.345792	1591.906155	1949.993748	5837.08099	603.678346	2260.381404	985.285321	1650.946728	856.785652	2054.740887	1658.781202	1601.424432	2229.994377	2531.200309	852.647776	543.142182	2278.31459	965.655847	1943.762045	2113.917942	1113.043933	1768.175716	1773.290831	1110.791498	977.596797	534.776397	1525.472073	517.576083	1209.777954	1643.391865	1937.42735	1192.167528	1274.430475	1383.455826	496.285077	720.464205	1258.255011	1613.272918	3030.730715	1338.922139	6256.05369	3433.017941	1328.325865	955.919956	1406.71984	1510.661231	4951.92893	2978.267926	1680.117999	710.63824	966.038098	1706.691616	1450.642886	1768.635421	6283.173451	1891.477239	804.518652	1483.195744	684.557432	1493.848879	1619.168458	587.951961	1537.42014	3781.531755	1288.909968	2019.007554	2453.690049	952.413338	2041.534218	963.441372	3478.852399	1464.917887	2349.708976	2284.888568	1146.104107	1326.692511	2035.89564	4220.162172	1305.677455	2015.500776	8229.990041	1117.710558	3616.220746	1782.573347	588.741061	801.541225	1325.559875	5058.023773	1167.862529	1358.013109	691.416019	967.498172	1313.421641	1457.825908	1877.668501	982.967412	951.845321	966.462889	735.852319	2235.978496	1105.404575	989.439214	1521.033479	1340.116014
hsa-mir-101-2	12570.749144	1194.437905	1910.818771	1034.304373	1010.808443	1162.616639	1449.220617	2105.934626	1118.778773	1398.308893	3412.176837	1311.96069	4240.544466	741.878281	1235.687245	1268.085326	2269.046879	1402.227429	1598.28065	1276.577258	957.669725	1375.721773	702.901754	1605.598596	1938.061099	5965.715392	620.097762	2296.885507	986.12022	1679.490865	865.170002	2088.360123	1691.572879	1598.36263	2210.433023	2579.113196	872.439163	556.570249	2353.286835	995.859055	1997.249543	2127.717884	1109.583693	1817.226437	1846.959954	1118.065753	972.116226	550.216135	1530.944499	503.837768	1226.4269	1649.801466	1960.87798	1198.912157	1274.23181	1410.584239	513.455043	740.537054	1271.181755	1661.724941	3018.19149	1362.913576	6229.662656	3508.394416	1356.433271	972.826977	1414.122005	1539.344672	5095.706734	3048.556851	1711.118312	729.77421	967.074461	1722.756108	1447.321383	1770.502054	6427.519657	1896.634435	807.521832	1488.361492	694.508988	1531.771795	1640.588054	587.664313	1540.972302	3835.89191	1325.196847	2099.142206	2509.366149	952.841967	2060.136798	1024.844312	3610.138331	1473.178483	2413.243449	2355.370118	1161.104015	1378.527937	2053.701761	4218.365849	1345.503741	2065.601843	8264.509072	1146.941924	3696.963011	1767.438737	599.017593	835.034471	1338.617196	5050.266983	1177.235711	1366.006171	714.293755	992.895689	1335.54171	1500.141486	1930.555595	1006.025291	970.713172	965.01551	734.147313	2294.503402	1100.842977	1026.058254	1546.348877	1344.230164
hsa-mir-103a-1	24371.337517	11385.1318	14718.894892	13114.966114	5099.693589	14474.63609	15481.598894	14454.741946	17588.469781	19176.190377	9856.798411	10895.878159	18954.942747	10078.632057	10544.714602	16047.149063	11004.538807	7313.376356	18321.468028	15998.800319	13034.49146	10466.923476	12840.759867	8164.149582	7770.143368	4101.696705	5170.262055	7605.528546	12731.272274	15872.558215	12907.311327	24040.259557	16075.82097	22981.476507	17462.771984	11594.129745	10959.075645	16037.974575	14733.838786	9169.073044	8185.033892	14901.605439	9929.63986	17563.193435	20320.681586	13679.683159	12281.273849	10295.077264	5868.843037	18103.216558	14860.139979	11855.823927	12449.968371	11079.031819	9783.215701	13446.649925	18191.761485	17232.433235	11430.512443	13482.060924	15608.827447	5762.243455	8314.160444	12161.467879	19551.210061	12413.942517	17744.995095	19584.171006	19092.167942	14618.834873	16902.425692	6552.463568	11728.072638	8604.302489	8497.734308	20520.370807	12685.862568	20233.39646	14886.931928	17466.175701	15712.775113	13513.843193	18210.634493	11480.308571	19877.89887	20676.719009	17283.803678	9099.139742	9368.957234	9752.163933	11668.27048	11451.161027	16214.711848	9705.502756	12887.061304	23448.38084	15409.628052	11390.966336	11414.848131	32385.31374	6966.755315	12824.525169	28524.381398	10188.082217	8037.141442	16803.201348	4672.843607	8063.451136	11762.228121	25885.004991	8801.238414	8356.947852	10991.844269	13810.176012	18364.591827	16492.008215	27230.84592	10864.772389	16159.181866	12786.720862	8702.636522	11625.546203	9216.402554	4994.692052	10077.637905	11960.933122
hsa-mir-103a-2	24421.973087	11218.360078	14721.603876	13056.967738	5121.051548	14390.406903	15478.329975	14441.505003	17740.131876	19341.832655	9824.325993	10917.654921	18949.489673	9998.019898	10615.667854	16138.274535	11054.07509	7316.568513	18227.618597	15997.638739	12977.585362	10481.292828	12802.10027	8125.631596	7722.661369	4062.752345	5107.497516	7609.753558	12769.677633	15848.627272	12963.945238	23928.752277	16137.730186	22870.74134	17433.68074	11647.070526	11036.996449	16028.945357	14741.632158	9274.925409	8238.436286	14890.332246	9963.47332	17493.484625	20252.772818	13668.835586	12309.818488	10290.16462	5841.881329	18156.975181	14740.049218	11876.841456	12578.512564	11144.737558	9836.855019	13405.164896	18104.633041	17353.733679	11431.60265	13535.407091	15584.166971	5734.653302	8355.519527	12178.044449	19586.846236	12363.670314	17859.728658	19688.975887	19099.26808	14617.663391	16906.877865	6505.298755	11742.877819	8649.122421	8529.52584	20461.571846	12757.063391	20204.172353	14830.705717	17489.969449	15668.221361	13615.293032	18244.140861	11464.63177	19902.097974	20629.106133	17303.398593	9050.073337	9344.124708	9729.875232	11721.208673	11438.977904	16330.036648	9652.681477	12857.731841	23484.291592	15339.072928	11423.981192	11433.122834	32648.774488	6942.100947	12911.022527	28549.570961	10207.627449	8038.174192	16475.442439	4686.098845	8076.082875	11658.011356	25791.923511	8753.471232	8390.777073	10916.311426	13881.215444	18313.545514	16489.838185	27257.819516	10861.76484	16202.351508	12748.703052	8695.106078	11642.601365	9202.513509	5045.451118	10087.683697	12003.994566
hsa-mir-103b-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-103b-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-105-1	0.62513	0	0	10.333044	0	0	0	0	0.270825	0	0.70978	0.297497	0.055644	2.816145	0	3.719407	0	4.498039	0	2.207003	2.246293	0	0	0	7.209309	0	0.529659	1.183003	0.104362	0.576649	0.316391	0.41763	0	0.30618	6.520451	2.858999	0	6.482515	0.155867	10.161827	0.212759	0.777462	0.576707	182.496098	0.158542	0.89333	0	0	0.266948	0.597318	0.272934	1.639665	0	0.435137	22.846376	0	0.182659	0	0.311488	2.773348	1.811221	23.191723	0	0.625531	1.505754	0	7.710589	0.367736	0.104414	0	0.824476	0.139679	0.148052	1.767094	6.832807	1.399975	0.299163	0	0	0	0.182597	0.362321	11.168789	0	1.110051	0.763843	0	0.321396	0.394167	0.428629	0.494749	0	0.449609	0.116346	0.609443	4.01986	0.277776	0.105143	0.093716	3.592647	1.338699	0	0	3.978233	0.093886	0	0	0.57417	2.659825	0	0.360507	12.191438	7.262773	6.625439	5.274786	0.217003	0	0.83543	2.867913	3.184233	1.420839	0.233632	0.95317	0	0.200916	0
hsa-mir-105-2	0.937696	0.303774	0	16.6662	0	0	0.363213	0.630331	0	0	0.443612	0.118999	0.278218	2.288118	0.393093	3.719407	0	3.337255	0.118347	1.742371	2.995058	0	0	0.255933	4.72334	0.44255	0.926902	1.014003	0.626174	1.729948	0.316391	0.208815	0	0.81648	6.018878	2.464655	0.124474	4.861887	0.077934	5.645459	0.127655	0.388731	0.86506	185.13955	0.211389	0.510474	0	0.140361	0	0.895977	0.272934	2.235907	0	1.958118	23.641033	0	0.365318	0.215837	0	3.099624	2.64717	21.792222	0	0.417021	1.003836	0.14962	7.247954	0	0.208828	0.180228	0.412238	0.372476	0	2.008061	7.876708	1.399975	0	0.101121	0	0	0.182597	0.120774	13.310749	0	1.110051	2.164222	0.181434	0.321396	0.197084	0.285753	0	0	0.899219	0.116346	0.609443	5.895795	0	0.105143	0	1.796323	1.394478	0	0.466473	3.1134	0	0	0	0.76556	0.967209	0	0.721014	11.545534	5.44708	6.073319	5.785249	0	0.117789	0	2.113199	4.149152	2.841677	0.934529	1.361671	0	0.301374	0.274277
hsa-mir-106a	170.660625	61.96982	50.239339	29.665836	13.361377	67.546549	52.302699	18.594754	130.537731	89.014719	45.071006	93.175984	95.762666	77.796014	43.043663	64.159771	66.998714	65.149019	196.693257	29.271835	126.915573	93.975563	53.972813	45.556157	59.166052	19.177147	35.222294	187.08353	65.435218	76.406022	15.028552	81.646716	112.979726	145.027348	59.185636	68.024468	38.213557	44.220016	81.986281	83.552801	37.530607	32.84775	47.001596	121.892512	70.656827	40.19983	47.269922	33.546341	30.965922	38.228355	56.087844	41.289755	14.765211	36.986674	85.425581	134.616591	20.275172	40.577373	28.345391	67.049769	43.05134	17.593721	32.102526	55.046721	50.191795	28.278114	155.753896	21.328713	51.684832	88.672183	169.842138	79.244335	44.415545	46.265737	47.639849	54.132377	22.287653	143.592498	27.028623	56.040536	38.893234	168.479197	55.69095	51.632768	51.28434	137.491728	89.265724	52.494625	28.577113	95.869989	45.912751	26.802871	42.26328	105.060825	46.012976	120.595808	90.832778	68.658283	45.921049	158.076449	101.964217	92.563406	111.953614	70.916331	47.882041	30.742178	33.957238	32.153516	50.536668	8.353466	51.011745	106.81637	91.874082	95.516749	165.390055	116.096585	137.812693	56.976353	87.697769	72.754894	42.056823	194.615755	82.993852	31.905698	48.119347	68.843455
hsa-mir-106b	809.231427	678.326511	1065.369507	624.315852	349.116595	644.910875	545.546207	473.063136	1631.721644	1433.741937	1774.271624	530.139218	1291.655299	533.13151	1693.836914	1182.306502	859.222872	1850.290167	988.081832	768.385675	883.542045	820.202619	870.59403	781.620804	1110.482161	268.922607	554.817344	2049.130805	787.205505	1117.834521	458.291735	644.194678	905.123759	830.360664	1124.025506	696.807158	499.514675	658.901385	1590.003908	1092.396413	275.352106	527.896389	288.833939	1222.547628	1173.421237	934.677956	743.759114	1220.160424	591.155465	393.63259	1044.789624	838.763358	439.192661	616.480827	1073.978355	771.901229	102.289158	664.130725	546.038132	901.011864	878.442383	415.251797	199.311391	684.643591	709.210069	573.940985	1039.695808	136.062477	2238.005412	1161.118978	884.498277	740.576023	1410.637701	1462.912952	828.288049	362.126936	537.895292	1150.560173	862.746982	1490.709559	1795.844851	1615.588686	1777.367474	1002.739988	749.506194	878.546682	2248.153633	573.048467	620.123353	1131.008698	530.569333	67.250839	331.811705	1191.154739	564.344576	434.948879	2038.043101	1042.911952	721.147899	1126.2947	795.577475	713.547036	1508.574947	1496.334577	521.163158	466.808144	1170.482164	934.557259	1224.244737	1386.07871	692.714261	782.754881	671.443393	503.901464	1906.069339	1632.079288	1579.427698	672.354388	1082.712732	1104.928768	470.155498	1059.639566	680.631284	1647.856807	1538.814532	1458.055
hsa-mir-107	70.327181	48.300007	44.821371	54.665136	24.192191	72.170541	33.415613	43.807979	82.872502	146.053277	34.246867	53.19242	83.966219	62.307215	45.991859	59.510512	55.594678	47.592156	89.825621	58.079038	54.285422	62.937762	58.240431	46.451924	28.837235	13.719036	21.716001	42.926122	46.545626	57.088273	42.712726	71.414775	82.208825	118.185552	65.706087	67.235778	50.909918	59.963267	95.079148	49.397771	40.083709	63.751847	32.583929	67.456981	101.942423	53.472155	48.183351	57.548116	25.093075	62.419735	69.188655	64.39413	45.45369	44.601577	53.043326	70.757613	21.736446	71.442077	43.45255	59.545416	185.301883	16.594078	34.859799	69.433932	73.781939	66.879984	95.302879	71.340866	89.482628	94.439479	62.247968	29.891224	48.709047	32.771563	45.646947	67.198813	28.420497	103.952879	53.72356	68.093947	91.846463	101.691386	91.033283	49.043938	79.479626	149.203987	132.991414	46.495239	36.263371	43.291515	66.098529	42.884593	53.953123	71.204015	65.819886	82.809121	92.221659	52.571426	44.421586	103.587976	22.980994	56.391784	82.099317	45.836165	47.412609	47.768615	43.191224	44.211085	45.458821	118.141879	57.140364	36.493575	46.481749	60.917233	79.462094	64.015874	145.468954	53.30046	81.358171	70.728564	43.477662	59.342619	56.849767	59.641902	58.064682	74.328989
hsa-mir-10a	14670.875045	52472.337614	464879.870107	158404.897996	162165.620144	150100.852891	193492.381967	208677.572647	25279.904583	99568.869162	87101.760395	125208.411352	252835.028414	41872.736633	46919.950777	178105.431706	428321.71072	247435.972589	123095.303327	101824.518136	132249.771346	487796.684013	67123.351978	9996.505229	31978.753918	55615.643949	133531.690465	151258.977517	107018.621172	277990.192927	214822.708174	17517.083688	469537.95609	5146.582743	207186.339955	193815.215378	94600.212751	346114.692829	148768.471755	193480.623372	178325.87026	19381.921959	268098.834457	324961.912261	188521.980721	113846.174265	142595.771831	172825.133873	109937.031065	28191.320969	48363.27892	182492.96509	119913.782746	121830.078869	166496.245943	262552.041572	34219.193976	219615.533709	82350.057166	285590.09099	4135.018475	372415.284985	33194.603152	113757.593424	99952.694233	106382.116023	219311.971815	37836.768421	3571.056411	29244.248068	240497.703421	145189.123915	156436.138145	13041.636432	165218.222299	169620.070045	208584.605425	410503.548555	133811.039224	153810.76426	138936.5823	87495.292848	97520.207476	188705.396804	121544.329095	143634.553097	24731.68574	85406.29072	131520.939978	143843.703628	227467.006395	24424.237787	35784.183912	214581.32563	5682.450133	164345.01871	13689.360787	374984.938286	275297.624626	14370.586284	164342.165138	247899.855381	29128.930913	203335.454481	101996.915833	176174.90691	6084.303014	129145.746147	239209.635529	96320.23848	6444.423695	306443.974047	39213.165665	265467.916126	295050.923802	77005.888592	403543.129012	181850.809173	60355.687661	176943.85831	226263.150394	3549.576436	214311.707614	42518.331274	49013.121413	89460.012238
hsa-mir-10b	536115.97671	574841.164364	155806.226871	314498.860699	693898.334697	556448.83222	522385.91837	302030.48405	618809.512138	440870.89236	582282.534169	581790.366412	299839.251153	574293.521546	560501.995241	500355.784526	115028.239245	355170.394429	461213.142944	533956.606595	322488.728287	67218.392311	530061.727326	596844.26359	448432.683824	683425.870443	634788.106782	375729.638442	498182.111535	218134.580126	598978.596336	494827.544804	184051.322556	410851.454438	424584.709943	306575.72814	559688.207246	182885.650049	230916.621433	444235.844716	438684.753923	654634.477426	494113.650821	247386.384675	540898.518088	569578.248906	593770.966037	373078.261368	672679.394461	624258.57898	622536.996484	467221.748044	650610.802055	636835.898831	439854.530168	390197.935798	839441.822676	424849.194625	573247.526748	159537.829692	286409.137919	237501.735631	703722.632596	315389.457636	333083.294539	537184.223984	211125.793786	556389.990362	250578.713492	467710.439185	233613.985098	462951.7835	374208.811097	602352.098641	388394.591188	497602.542355	65774.901291	215627.596294	592337.618872	352177.980985	388261.017787	440797.376411	520254.752435	437599.786796	355113.859004	231003.544486	424231.906545	487909.041599	576369.920283	440420.87354	526594.218852	432458.958713	377908.579131	435423.485295	645079.293155	161172.544998	476430.144038	289373.737629	325042.022445	291193.58497	550611.846658	284597.876029	501359.070225	267126.769514	391970.557239	502347.519981	711830.091087	592609.973638	410914.856354	463023.08361	591265.59959	252401.995779	307215.674227	361031.411576	190378.586684	421796.25505	168080.365767	545230.619727	591670.734575	327627.445539	495655.288638	380119.031014	431819.393396	694972.640864	608242.814044	466512.322018
hsa-mir-1178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.091853	0	0	0	0	0	0	0	0	0	0.096118	0	0	0.127619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1179	0	0.303774	0	0	0	0	0.363213	0.315165	0.54165	2.592662	0.35489	0.416495	0.111287	2.112109	0	0	0.356376	0.580392	0.828431	0.813107	0	0.287387	0.251036	0.511867	0.745791	0.147517	0.132415	0.169	0	0.864974	0.474586	0	0.27556	0.20412	0.501573	0.098586	0.124474	2.083666	0.779337	1.129092	0.212759	0	0.096118	0.489528	0.158542	0.255237	0	0	0	0	0.136467	0.447181	0	0.326353	0.198664	0	0	1.079185	0	0.163138	0.417974	0	0	0.20851	0	0.14962	19.12226	0	0.208828	0	5.606439	0.139679	0	0	0.1898	0.466658	0.149582	0.303364	0.166843	0.156538	0.182597	0.120774	0.305994	0	0.22201	0.763843	0.181434	0.535659	0	0.142876	0	0	0.674414	0	0.152361	1.339953	0.277776	0.210286	4.123523	0	0	0.449337	0	0.691867	0.187773	0	0.297871	0.19139	0.241802	0	0.360507	0.645904	1.089416	0.18404	0.170154	0.868012	0.82452	0	0.150943	0.48246	0.284168	0	0.136167	0.362565	0.100458	1.097107
